label,vars,var0_min,var0_max,var1_min,var1_max,value,stat_up,stat_down,syst_up,syst_down
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,5.99999999999999977796e-01,8.00000000000000044409e-01,9.63268265105210907961e-01,2.33483275812806506666e-02,2.33483275812806506666e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,8.00000000000000044409e-01,1.10000000000000008882e+00,9.50873198368633043565e-01,2.24813282312288191533e-02,2.24813282312288191533e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,1.10000000000000008882e+00,1.44419999999999992824e+00,8.56513481774930252044e-01,2.17589057625194870482e-02,2.17589057625194870482e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,1.44419999999999992824e+00,1.56600000000000005862e+00,9.26533467404259791778e-01,3.32392135599261506762e-02,3.32392135599261506762e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,1.56600000000000005862e+00,1.80000000000000004441e+00,8.64578078027272156625e-01,2.75122148208839373273e-02,2.75122148208839373273e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,1.80000000000000004441e+00,2.10000000000000008882e+00,8.75894968359533621083e-01,2.33284577680990395931e-02,2.33284577680990395931e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-2.33333333333333348136e+00,-2.10000000000000008882e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-2.10000000000000008882e+00,-1.80000000000000004441e+00,9.32227852730065364995e-01,2.33825066028797746986e-02,2.33825066028797746986e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-1.80000000000000004441e+00,-1.56600000000000005862e+00,8.99556725009293955964e-01,2.30337012504545357583e-02,2.30337012504545357583e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-1.56600000000000005862e+00,-1.44419999999999992824e+00,9.88042867761596665943e-01,3.43425129634769149556e-02,3.43425129634769149556e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-1.44419999999999992824e+00,-1.10000000000000008882e+00,9.12440235200671856397e-01,2.16437466474826110951e-02,2.16437466474826110951e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-1.10000000000000008882e+00,-8.00000000000000044409e-01,9.71710028311460138895e-01,2.24236894246879030212e-02,2.24236894246879030212e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-8.00000000000000044409e-01,-5.99999999999999977796e-01,9.83521546226856280271e-01,2.34989203024656700958e-02,2.34989203024656700958e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-5.99999999999999977796e-01,-4.00000000000000022204e-01,9.72117685088788485714e-01,2.28295919465255799097e-02,2.28295919465255799097e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.20000000000000000000e+01,3.40000000000000000000e+01,-4.00000000000000022204e-01,-2.00000000000000011102e-01,9.60224098483868582221e-01,2.31432804088863401659e-02,2.31432804088863401659e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
